Submission ID;Respondent ID;Submitted at;First Name;Last Name;Linkedin;Phone;Email;Dietary requirements;T-shirt size;Emergency contact;Emergency contact Phone;Why do you want to be part of Tectonic 2026?;Would you be interested in taking on a volunteer role with a little more responsibility?;Introduce yourself! 🎥;Upload your CV;Are you volunteering through an organization?;What organisation?;What kind of shifts would you feel comfortable doing?;What kind of shifts would you feel comfortable doing? (Setup & Logistics);What kind of shifts would you feel comfortable doing? (Technical Support);What kind of shifts would you feel comfortable doing? (Guest Flow & Stewarding);What kind of shifts would you feel comfortable doing? (Info & Welcome);What kind of shifts would you feel comfortable doing? (Food & Drinks);What kind of shifts would you feel comfortable doing? (Runner & Flexible Support);What kind of shifts would you feel comfortable doing? (Stage & Session Support);When would you be available to help out at Tectonic?;When would you be available to help out at Tectonic? (October 20 - Morning (Hackathon or Setup) );When would you be available to help out at Tectonic? (October 21 - Morning);When would you be available to help out at Tectonic? (October 21 - Afternoon);When would you be available to help out at Tectonic? (October 21 - Evening);When would you be available to help out at Tectonic? (October 22 - Morning (Breakdown));When would you be available to help out at Tectonic? (October 20 - Afternoon (Hackathon or Setup) );When would you be available to help out at Tectonic? (October 20 - Evening (Hackathon or Setup) );How many shifts would you be willing to take on during Tectonic?;Where did you hear about the open positions?;Anything else you would like to share with us?;Untitled checkboxes field;Untitled checkboxes field (I agree that Tectonic may use the information provided in this form for the organisation and coordination of Tectonic 2026 and its volunteer team. Privacy policy - https://www.tectonicconf.eu/privacy-statement)
sub_0135;resp_0135;2026-09-17T12:00;Hanne;Aerts;https://www.linkedin.com/in/hanne-aerts-135;+32477191986;hanne.aerts135@example.com;Vegan;M;Camille Vermeire;+32481041491;I would like to help make the event run smoothly and meet new people.;Yes;;;Yes;VTK Gent;Food & Drinks, Runner & Flexible Support, Guest Flow & Stewarding, Info & Welcome;;;Yes;Yes;Yes;Yes;;October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Evening;Yes;;;Yes;;Yes;Yes;3;Friend;;;Yes
sub_0136;resp_0136;2026-09-17T17:00;Seppe;Martens;https://www.linkedin.com/in/seppe-martens-136;+32479142618;seppe.martens136@example.com;Vegetarian;L;Hanne Janssens;+32481770794;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Info & Welcome, Technical Support, Stage & Session Support;;Yes;;Yes;;;Yes;October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup);;;Yes;;;Yes;Yes;1;Friend;;;Yes
sub_0137;resp_0137;2026-09-17T22:00;Bram;Willems;https://www.linkedin.com/in/bram-willems-137;+32472382787;bram.willems137@example.com;Vegetarian;L;Lena Willems;+32481868846;I want to gain event experience and be part of the Tectonic community.;No;;;Yes;VTK Gent;Setup & Logistics, Info & Welcome, Technical Support;Yes;Yes;;Yes;;;;October 21 - Morning, October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown);Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;Tectonic website;;;Yes
sub_0138;resp_0138;2026-09-18T03:00;Nina;Maes;https://www.linkedin.com/in/nina-maes-138;+32473023227;nina.maes138@example.com;Vegan;L;Marie Vandamme;+32482188301;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;Ekonomika;Setup & Logistics, Technical Support, Info & Welcome, Stage & Session Support, Food & Drinks;Yes;Yes;;Yes;Yes;;Yes;October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup);Yes;;;Yes;Yes;Yes;Yes;2;Previous volunteer;;;Yes
sub_0139;resp_0139;2026-09-18T08:00;Seppe;Jacobs;https://www.linkedin.com/in/seppe-jacobs-139;+32479900451;seppe.jacobs139@example.com;Gluten-free;S;Thomas Willems;+32488383643;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Stage & Session Support;;;Yes;;;;Yes;October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 20 - Afternoon (Hackathon or Setup);;Yes;;;;Yes;Yes;2;Tectonic website;;;Yes
sub_0140;resp_0140;2026-09-18T13:00;Thomas;Verhoeven;https://www.linkedin.com/in/thomas-verhoeven-140;+32472413458;thomas.verhoeven140@example.com;None;L;Thomas Baert;+32485780177;I would like to help make the event run smoothly and meet new people.;No;;;Yes;VTK Gent;Setup & Logistics, Stage & Session Support, Technical Support, Runner & Flexible Support, Guest Flow & Stewarding;Yes;Yes;Yes;;;Yes;Yes;October 21 - Afternoon, October 21 - Evening, October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 20 - Morning (Hackathon or Setup);Yes;Yes;Yes;Yes;;;Yes;2;University;;;Yes
sub_0141;resp_0141;2026-09-18T18:00;Thomas;De Clercq;https://www.linkedin.com/in/thomas-de-clercq-141;+32472191383;thomas.declercq141@example.com;Gluten-free;S;Milan Vermeulen;+32483214305;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;Student Ghentrepreneur;Info & Welcome, Guest Flow & Stewarding, Setup & Logistics;Yes;;Yes;Yes;;;;October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 21 - Evening, October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 21 - Afternoon;Yes;Yes;Yes;Yes;Yes;;Yes;3;University;;;Yes
sub_0142;resp_0142;2026-09-18T23:00;Felix;Willems;https://www.linkedin.com/in/felix-willems-142;+32479406206;felix.willems142@example.com;Vegan;M;Sophie Aerts;+32482382909;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Yes;VTK Gent;Stage & Session Support, Setup & Logistics, Runner & Flexible Support, Food & Drinks, Info & Welcome;Yes;;;Yes;Yes;Yes;Yes;October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Evening;Yes;;;Yes;;;Yes;2;Student association;;;Yes
sub_0143;resp_0143;2026-09-19T04:00;Louise;De Clercq;https://www.linkedin.com/in/louise-de-clercq-143;+32472446410;louise.declercq143@example.com;Vegan;S;Charlotte Baert;+32481923227;I volunteered at events before and would like to support the team.;No;;;Nope, I'm Joining Independently;;Stage & Session Support, Technical Support, Food & Drinks, Guest Flow & Stewarding, Runner & Flexible Support, Setup & Logistics;Yes;Yes;Yes;;Yes;Yes;Yes;October 21 - Evening, October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 20 - Morning (Hackathon or Setup);Yes;Yes;;Yes;;Yes;;2;Friend;;;Yes
sub_0144;resp_0144;2026-09-19T09:00;Sophie;Mertens;https://www.linkedin.com/in/sophie-mertens-144;+32478202871;sophie.mertens144@example.com;Vegetarian;L;Louise Wouters;+32482293020;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;Ekonomika;Technical Support, Info & Welcome, Guest Flow & Stewarding, Food & Drinks, Setup & Logistics;Yes;Yes;Yes;Yes;Yes;;;October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown);Yes;;Yes;;Yes;Yes;;3;Friend;;;Yes
sub_0145;resp_0145;2026-09-19T14:00;Louis;Vermeire;https://www.linkedin.com/in/louis-vermeire-145;+32471206159;louis.vermeire145@example.com;None;S;Louis De Vos;+32487425329;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Technical Support, Guest Flow & Stewarding;;Yes;Yes;;;;;October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Morning, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup);Yes;Yes;Yes;;Yes;Yes;Yes;1;University;;;Yes
sub_0146;resp_0146;2026-09-19T19:00;Seppe;Van Damme;https://www.linkedin.com/in/seppe-van-damme-146;+32479422849;seppe.vandamme146@example.com;;M;Arthur De Clercq;+32481770553;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Technical Support, Info & Welcome, Guest Flow & Stewarding;;Yes;Yes;Yes;;;;October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Afternoon;Yes;;Yes;;Yes;;;No preference;Student association;;;Yes
sub_0147;resp_0147;2026-09-20T00:00;Hanne;De Smet;https://www.linkedin.com/in/hanne-de-smet-147;+32477178606;hanne.desmet147@example.com;Gluten-free;M;Hanne Claes;+32485112546;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;Student Ghentrepreneur;Food & Drinks, Info & Welcome, Setup & Logistics;Yes;;;Yes;Yes;;;October 21 - Afternoon, October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup), October 21 - Morning;;Yes;Yes;;Yes;;Yes;4+;Friend;;;Yes
sub_0148;resp_0148;2026-09-20T05:00;Arthur;Martens;https://www.linkedin.com/in/arthur-martens-148;+32479254874;arthur.martens148@example.com;;M;Sophie Wouters;+32482560728;I would like to help make the event run smoothly and meet new people.;No;;;Yes;AIESEC Ghent;Stage & Session Support, Runner & Flexible Support, Setup & Logistics;Yes;;;;;Yes;Yes;October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning;Yes;Yes;Yes;Yes;Yes;Yes;Yes;4+;Previous volunteer;;;Yes
sub_0149;resp_0149;2026-09-20T10:00;Lena;De Vos;https://www.linkedin.com/in/lena-de-vos-149;+32473192921;lena.devos149@example.com;None;M;Lotte Vermeulen;+32487592651;I volunteered at events before and would like to support the team.;No;;;Yes;AIESEC Ghent;Runner & Flexible Support, Setup & Logistics, Food & Drinks, Stage & Session Support;Yes;;;;Yes;Yes;Yes;October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown);Yes;;;Yes;Yes;Yes;;No preference;Student association;;;Yes
sub_0150;resp_0150;2026-09-20T15:00;Arthur;Maes;https://www.linkedin.com/in/arthur-maes-150;+32478581910;arthur.maes150@example.com;Vegetarian;M;Lotte Jacobs;+32482517010;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Nope, I'm Joining Independently;;Technical Support, Food & Drinks, Setup & Logistics, Stage & Session Support, Runner & Flexible Support, Guest Flow & Stewarding;Yes;Yes;Yes;;Yes;Yes;Yes;October 21 - Afternoon, October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup);Yes;;Yes;Yes;;;Yes;1;LinkedIn;;;Yes
sub_0151;resp_0151;2026-09-20T20:00;Manon;Vermeulen;https://www.linkedin.com/in/manon-vermeulen-151;+32478586676;manon.vermeulen151@example.com;Gluten-free;L;Mathias Goossens;+32482589226;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;AIESEC Ghent;Runner & Flexible Support, Technical Support;;Yes;;;;Yes;;October 21 - Evening, October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 21 - Afternoon, October 21 - Morning, October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup);Yes;Yes;Yes;Yes;Yes;Yes;Yes;2;Friend;;;Yes
sub_0152;resp_0152;2026-09-21T01:00;Emma;Janssens;https://www.linkedin.com/in/emma-janssens-152;+32472081661;emma.janssens152@example.com;None;L;Charlotte Mertens;+32482543145;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Technical Support, Stage & Session Support, Runner & Flexible Support, Info & Welcome, Food & Drinks;;Yes;;Yes;Yes;Yes;Yes;October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Afternoon, October 20 - Evening (Hackathon or Setup);Yes;;Yes;;Yes;Yes;Yes;1;Tectonic website;;;Yes
sub_0153;resp_0153;2026-09-21T06:00;Liam;Willems;https://www.linkedin.com/in/liam-willems-153;+32478482830;liam.willems153@example.com;None;S;Thomas Baert;+32485123584;I volunteered at events before and would like to support the team.;Yes;;;Yes;VTK Gent;Info & Welcome, Runner & Flexible Support, Stage & Session Support, Food & Drinks, Setup & Logistics, Technical Support;Yes;Yes;;Yes;Yes;Yes;Yes;October 21 - Morning, October 21 - Afternoon, October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Evening;;Yes;Yes;Yes;Yes;;Yes;4+;University;;;Yes
sub_0154;resp_0154;2026-09-21T11:00;Louis;Janssens;https://www.linkedin.com/in/louis-janssens-154;+32477024901;louis.janssens154@example.com;Vegan;L;Seppe Vandamme;+32486771934;I volunteered at events before and would like to support the team.;Yes;;;Yes;AIESEC Ghent;Info & Welcome, Technical Support;;Yes;;Yes;;;;October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning, October 20 - Morning (Hackathon or Setup);Yes;Yes;;;Yes;Yes;;3;LinkedIn;;;Yes
sub_0155;resp_0155;2026-09-21T16:00;Emma;Vermeulen;https://www.linkedin.com/in/emma-vermeulen-155;+32475158351;emma.vermeulen155@example.com;None;M;Mathias Janssens;+32484681115;I want to gain event experience and be part of the Tectonic community.;No;;;Nope, I'm Joining Independently;;Setup & Logistics, Guest Flow & Stewarding, Stage & Session Support, Info & Welcome;Yes;;Yes;Yes;;;Yes;October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning, October 20 - Afternoon (Hackathon or Setup);;Yes;;;Yes;Yes;Yes;2;LinkedIn;;;Yes
sub_0156;resp_0156;2026-09-21T21:00;Arthur;Vermeire;https://www.linkedin.com/in/arthur-vermeire-156;+32473945353;arthur.vermeire156@example.com;Vegan;S;Louise Janssens;+32484902772;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Yes;VTK Gent;Runner & Flexible Support, Stage & Session Support, Guest Flow & Stewarding;;;Yes;;;Yes;Yes;October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon, October 21 - Morning, October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup), October 21 - Evening;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No preference;Friend;;;Yes
sub_0157;resp_0157;2026-09-22T02:00;Camille;Baert;https://www.linkedin.com/in/camille-baert-157;+32472216878;camille.baert157@example.com;Vegetarian;L;Felix Aerts;+32482695038;I volunteered at events before and would like to support the team.;No;;;Yes;Ekonomika;Technical Support, Guest Flow & Stewarding, Stage & Session Support;;Yes;Yes;;;;Yes;October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Evening, October 20 - Afternoon (Hackathon or Setup), October 21 - Morning;Yes;Yes;Yes;Yes;Yes;Yes;Yes;3;LinkedIn;;;Yes
sub_0158;resp_0158;2026-09-22T07:00;Lucas;Van Damme;https://www.linkedin.com/in/lucas-van-damme-158;+32475941179;lucas.vandamme158@example.com;None;M;Maxime Peeters;+32487569981;I would like to help make the event run smoothly and meet new people.;No;;;Yes;VTK Gent;Info & Welcome, Runner & Flexible Support, Guest Flow & Stewarding, Technical Support, Food & Drinks;;Yes;Yes;Yes;Yes;Yes;;October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Afternoon, October 21 - Morning, October 20 - Evening (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Evening;Yes;Yes;Yes;Yes;Yes;Yes;Yes;3;University;;;Yes
sub_0159;resp_0159;2026-09-22T12:00;Arthur;Vermeire;https://www.linkedin.com/in/arthur-vermeire-159;+32472488575;arthur.vermeire159@example.com;Vegetarian;M;Emma Wouters;+32484517918;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Info & Welcome, Technical Support;;Yes;;Yes;;;;October 20 - Morning (Hackathon or Setup), October 21 - Morning, October 21 - Afternoon, October 22 - Morning (Breakdown);Yes;Yes;Yes;;Yes;;;3;Student association;;;Yes
sub_0160;resp_0160;2026-09-22T17:00;Seppe;Jacobs;https://www.linkedin.com/in/seppe-jacobs-160;+32473728923;seppe.jacobs160@example.com;Vegan;S;Seppe Janssens;+32485947745;I would like to help make the event run smoothly and meet new people.;No;;;Nope, I'm Joining Independently;;Setup & Logistics, Info & Welcome, Runner & Flexible Support, Food & Drinks, Stage & Session Support;Yes;;;Yes;Yes;Yes;Yes;October 21 - Evening, October 20 - Evening (Hackathon or Setup), October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup), October 20 - Morning (Hackathon or Setup), October 21 - Morning;Yes;Yes;Yes;Yes;;Yes;Yes;3;Friend;;;Yes
sub_0161;resp_0161;2026-09-22T22:00;Louise;Vermeulen;https://www.linkedin.com/in/louise-vermeulen-161;+32478236404;louise.vermeulen161@example.com;None;L;Lena Van Damme;+32483635764;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Info & Welcome, Technical Support;;Yes;;Yes;;;;October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 21 - Afternoon, October 21 - Evening, October 20 - Evening (Hackathon or Setup);Yes;;Yes;Yes;Yes;;Yes;3;LinkedIn;;;Yes
sub_0162;resp_0162;2026-09-23T03:00;Julie;Van Damme;https://www.linkedin.com/in/julie-van-damme-162;+32473576811;julie.vandamme162@example.com;;M;Emma Van Damme;+32482470159;I volunteered at events before and would like to support the team.;Yes;;;Yes;Student Ghentrepreneur;Runner & Flexible Support, Stage & Session Support, Food & Drinks, Guest Flow & Stewarding;;;Yes;;Yes;Yes;Yes;October 21 - Afternoon, October 21 - Morning, October 20 - Morning (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup);Yes;Yes;Yes;;Yes;Yes;;2;Friend;;;Yes
sub_0163;resp_0163;2026-09-23T08:00;Emma;Claes;https://www.linkedin.com/in/emma-claes-163;+32475446036;emma.claes163@example.com;;L;Mathias Aerts;+32484101792;I volunteered at events before and would like to support the team.;Yes;;;Yes;Student Ghentrepreneur;Guest Flow & Stewarding, Setup & Logistics;Yes;;Yes;;;;;October 20 - Morning (Hackathon or Setup), October 21 - Afternoon, October 21 - Evening, October 22 - Morning (Breakdown);Yes;;Yes;Yes;Yes;;;3;LinkedIn;;;Yes
sub_0164;resp_0164;2026-09-23T13:00;Charlotte;Janssens;https://www.linkedin.com/in/charlotte-janssens-164;+32474817030;charlotte.janssens164@example.com;Gluten-free;S;Manon Aerts;+32489767475;I want to gain event experience and be part of the Tectonic community.;Yes;;;Yes;AIESEC Ghent;Info & Welcome, Guest Flow & Stewarding, Technical Support;;Yes;Yes;Yes;;;;October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup), October 21 - Morning, October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 20 - Evening (Hackathon or Setup);Yes;Yes;;Yes;Yes;Yes;Yes;2;Tectonic website;;;Yes
sub_0165;resp_0165;2026-09-23T18:00;Victor;Maes;https://www.linkedin.com/in/victor-maes-165;+32478533636;victor.maes165@example.com;None;M;Julie Claes;+32483117049;I would like to help make the event run smoothly and meet new people.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Runner & Flexible Support, Setup & Logistics;Yes;;;;;Yes;Yes;October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Morning;;Yes;;;Yes;Yes;Yes;2;Previous volunteer;;;Yes
sub_0166;resp_0166;2026-09-23T23:00;Jules;Claes;https://www.linkedin.com/in/jules-claes-166;+32471207430;jules.claes166@example.com;Gluten-free;L;Amelie Van Damme;+32482887752;I want to gain event experience and be part of the Tectonic community.;No;;;Yes;Student Ghentrepreneur;Runner & Flexible Support, Technical Support, Food & Drinks, Guest Flow & Stewarding, Stage & Session Support, Setup & Logistics, Info & Welcome;Yes;Yes;Yes;Yes;Yes;Yes;Yes;October 21 - Evening, October 22 - Morning (Breakdown), October 21 - Afternoon, October 20 - Afternoon (Hackathon or Setup);;;Yes;Yes;Yes;Yes;;2;University;;;Yes
sub_0167;resp_0167;2026-09-24T04:00;Laura;Vermeire;https://www.linkedin.com/in/laura-vermeire-167;+32471628569;laura.vermeire167@example.com;None;M;Elise Mertens;+32487739741;I would like to help make the event run smoothly and meet new people.;Yes;;;Yes;Student Ghentrepreneur;Setup & Logistics, Stage & Session Support, Food & Drinks, Runner & Flexible Support, Technical Support;Yes;Yes;;;Yes;Yes;Yes;October 21 - Afternoon, October 21 - Evening, October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Morning;;Yes;Yes;Yes;Yes;Yes;Yes;3;Previous volunteer;;;Yes
sub_0168;resp_0168;2026-09-24T09:00;Arthur;Janssens;https://www.linkedin.com/in/arthur-janssens-168;+32476041225;arthur.janssens168@example.com;Vegan;XL;Manon Vermeulen;+32485520117;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Stage & Session Support, Setup & Logistics, Runner & Flexible Support, Technical Support;Yes;Yes;Yes;;;Yes;Yes;October 20 - Evening (Hackathon or Setup), October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 21 - Morning;Yes;Yes;;Yes;;;Yes;2;Tectonic website;;;Yes
sub_0169;resp_0169;2026-09-24T14:00;Julie;Van Damme;https://www.linkedin.com/in/julie-van-damme-169;+32474234033;julie.vandamme169@example.com;None;XL;Liam Goossens;+32481554840;I want to gain event experience and be part of the Tectonic community.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Food & Drinks, Guest Flow & Stewarding, Setup & Logistics, Runner & Flexible Support;Yes;;Yes;;Yes;Yes;Yes;October 20 - Morning (Hackathon or Setup), October 21 - Afternoon, October 22 - Morning (Breakdown), October 21 - Evening, October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup);Yes;;Yes;Yes;Yes;Yes;Yes;3;Previous volunteer;;;Yes
sub_0170;resp_0170;2026-09-24T19:00;Julie;Wouters;https://www.linkedin.com/in/julie-wouters-170;+32478484373;julie.wouters170@example.com;None;XL;Louis Vermeire;+32486867997;I volunteered at events before and would like to support the team.;No;;;Yes;Student Ghentrepreneur;Info & Welcome, Food & Drinks, Stage & Session Support;;;;Yes;Yes;;Yes;October 20 - Morning (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 21 - Evening;Yes;Yes;;Yes;;Yes;Yes;3;Previous volunteer;;;Yes
sub_0171;resp_0171;2026-09-25T00:00;Manon;Maes;https://www.linkedin.com/in/manon-maes-171;+32477870390;manon.maes171@example.com;Gluten-free;S;Wout Peeters;+32488954031;I am interested in technology and would enjoy contributing to Tectonic.;No;;;Yes;VTK Gent;Info & Welcome, Setup & Logistics, Technical Support;Yes;Yes;;Yes;;;;October 20 - Evening (Hackathon or Setup), October 21 - Morning, October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 21 - Afternoon, October 20 - Morning (Hackathon or Setup);Yes;Yes;Yes;;Yes;Yes;Yes;1;LinkedIn;;;Yes
sub_0172;resp_0172;2026-09-25T05:00;Lotte;Baert;https://www.linkedin.com/in/lotte-baert-172;+32471123271;lotte.baert172@example.com;Gluten-free;L;Manon De Vos;+32485742531;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Runner & Flexible Support, Stage & Session Support, Info & Welcome, Technical Support;;Yes;Yes;Yes;;Yes;Yes;October 21 - Evening, October 21 - Afternoon, October 21 - Morning, October 20 - Evening (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Afternoon (Hackathon or Setup);;Yes;Yes;Yes;Yes;Yes;Yes;No preference;Friend;;;Yes
sub_0173;resp_0173;2026-09-25T10:00;Camille;Wouters;https://www.linkedin.com/in/camille-wouters-173;+32476361758;camille.wouters173@example.com;None;L;Emma Vandamme;+32485959422;I volunteered at events before and would like to support the team.;Yes;;;Yes;AIESEC Ghent;Stage & Session Support, Guest Flow & Stewarding, Runner & Flexible Support, Food & Drinks;;;Yes;;Yes;Yes;Yes;October 22 - Morning (Breakdown), October 21 - Morning, October 20 - Morning (Hackathon or Setup);Yes;Yes;;;Yes;;;4+;Tectonic website;;;Yes
sub_0174;resp_0174;2026-09-25T15:00;Maxime;Janssens;https://www.linkedin.com/in/maxime-janssens-174;+32475928878;maxime.janssens174@example.com;;M;Marie Wouters;+32484071377;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Food & Drinks, Technical Support, Guest Flow & Stewarding, Runner & Flexible Support;;Yes;Yes;;Yes;Yes;;October 20 - Afternoon (Hackathon or Setup), October 21 - Evening, October 21 - Afternoon, October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup);Yes;;Yes;Yes;Yes;Yes;;2;Student association;;;Yes
sub_0175;resp_0175;2026-09-25T20:00;Arthur;De Smet;https://www.linkedin.com/in/arthur-de-smet-175;+32478922531;arthur.desmet175@example.com;None;L;Noah Aerts;+32489889215;I volunteered at events before and would like to support the team.;Yes;;;Nope, I'm Joining Independently;;Guest Flow & Stewarding, Stage & Session Support, Runner & Flexible Support;;;Yes;;;Yes;Yes;October 21 - Evening, October 20 - Morning (Hackathon or Setup), October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 21 - Afternoon;Yes;;Yes;Yes;;Yes;Yes;1;LinkedIn;;;Yes
sub_0176;resp_0176;2026-09-26T01:00;Marie;Claes;https://www.linkedin.com/in/marie-claes-176;+32473966618;marie.claes176@example.com;Vegetarian;L;Liam Peeters;+32488584194;I volunteered at events before and would like to support the team.;No;;;Yes;Ekonomika;Food & Drinks, Info & Welcome, Technical Support;;Yes;;Yes;Yes;;;October 20 - Afternoon (Hackathon or Setup), October 21 - Morning, October 20 - Morning (Hackathon or Setup), October 21 - Evening;Yes;Yes;;Yes;;Yes;;2;University;;;Yes
sub_0177;resp_0177;2026-09-26T06:00;Hanne;Willems;https://www.linkedin.com/in/hanne-willems-177;+32479955386;hanne.willems177@example.com;None;L;Milan Peeters;+32486405839;I am interested in technology and would enjoy contributing to Tectonic.;Yes;;;Nope, I'm Joining Independently;;Stage & Session Support, Setup & Logistics, Technical Support, Info & Welcome;Yes;Yes;;Yes;;;Yes;October 21 - Evening, October 20 - Evening (Hackathon or Setup), October 20 - Afternoon (Hackathon or Setup), October 22 - Morning (Breakdown), October 20 - Morning (Hackathon or Setup);Yes;;;Yes;Yes;Yes;Yes;1;Previous volunteer;;;Yes
sub_0178;resp_0178;2026-09-26T11:00;Maxime;Goossens;https://www.linkedin.com/in/maxime-goossens-178;+32473802133;maxime.goossens178@example.com;;XL;Liam De Smet;+32485879280;I want to gain event experience and be part of the Tectonic community.;No;;;Yes;VTK Gent;Guest Flow & Stewarding, Stage & Session Support, Technical Support;;Yes;Yes;;;;Yes;October 22 - Morning (Breakdown), October 20 - Evening (Hackathon or Setup);;;;;Yes;;Yes;4+;Previous volunteer;;;Yes
